PCA,NMF (frobenius loss),NMF (kullback-leibler loss)
0.8026315789473685,0.8859649122807017,0.8640350877192983
0.6535087719298246,0.7105263157894737,0.6885964912280702
0.6359649122807017,0.6798245614035088,0.6622807017543859
