PCA,NMF (frobenius loss),NMF (kullback-leibler loss)
0.8026315789473685,0.8728070175438597,0.8640350877192983
0.6622807017543859,0.7280701754385965,0.6622807017543859
0.6578947368421053,0.6403508771929824,0.6754385964912281
